age_of_child,child_gender,reporter_role,sentiment_score,text_length,risk_word_count,hours_per_day_on_social_media,device_type,complaint_text,                                    risk_ratio,labeled_risk
12,Female,Mother,-0.0375,32,2,4,smartphone,Lately I have noticed that my parent reports that their 12-year-old son spends about 4 hours per day on social media and has stopped doing homework. which is becoming a serious concern.,0.060606061,Medium
17,Male,Guardian,0.0625,30,2,5,laptop,"I am concerned because my 17-year-old daughter refuses to leave her room and has lost weight, spending nearly 5 hours per dayon social platforms. which is becoming a serious concern.",0.064516129,Medium
16,Male,Guardian,0.016666667,29,1,7,tablet,I am worried that uses tablet for learning and occasional social media browsing; 7 hours per day. the child hides their screen time. which is impacting behavior and routine.,0.033333333,High
18,Female,Mother,0.094444444,24,1,2,laptop,I am worried that uses apps mainly for tutorials and study material; about 2 hours per dayeach day. which is becoming a serious concern.,0.04,Low
16,Male,Mother,0.0625,37,2,8,smartphone,"I am concerned because my 16-year-old daughter refuses to leave her room and has lost weight, spending nearly 8 hours per dayon social platforms. i am worried about the long-term effects. which is becoming a serious concern.",0.052631579,High
18,Female,Father,-0.008333333,38,2,1,smartphone,"Lately I have noticed that my 18-year-old daughter refuses to leave her room and has lost weight, spending nearly 1 hours per dayon social platforms. recently their teacher informed me about this. which is becoming a serious concern.",0.051282051,Low
15,Male,Guardian,-0.088888889,24,0,1,smartphone,"I am concerned because active in sports and uses social media minimally, typically about 1 hours per day. which is impacting behavior and routine.",0,Low
10,Female,Guardian,-1,42,5,8,smartphone,"As a parent, I have observed that has a daily two-hour limit and respects it most of the time; uses around 8  hours per day. and I feel intervention is needed. Situation is escalating with severe anxiety and withdrawal symptoms.",0.119047619,High
17,Female,Mother,-0.091666667,31,1,6,laptop,Lately I have noticed that uses tablet for learning and occasional social media browsing; roughly 6 hours per day. the child hides their screen time. which is impacting behavior and routine.,0.03125,High
13,Female,Father,0.033333333,35,1,2,smartphone,"As a parent, I have observed that my teacher reports that their 13-year-old son spends about 2 hours per day on social media and has stopped doing homework. and this worries me as a parent.",0.027777778,Low
12,Female,Guardian,-0.225,33,0,5,smartphone,"Over the past few months, borrowed money for subscriptions and cannot stop , usage continues for 5 hours per dayevery day. i am worried the long-term effects. which is impacting behavior and routine.",0,Medium
16,Female,Guardian,-0.183333333,29,2,1,laptop,"I am concerned because using social apps to meet strangers and lying their age , behavior started after being online for 1 hours per day/day. and it seems unhealthy.",0.066666667,Low
10,Male,Mother,0,32,1,4,smartphone,"As a parent, I have observed that takes the phone to school and uses it in classes; i estimate 4 hours per day including school hours. and I feel intervention is needed.",0.03030303,Medium
12,Male,Father,1,34,0,2,tablet,"Over the past few months, uses apps mainly for tutorials and study material; 2 hours per dayeach day. and this worries me as a parent. Child is now improving communication with family. ",0,Low
13,Female,Guardian,0.05,36,1,3,tablet,Lately I have noticed that my 13-year-old uses social media about 2.3 hours per day(s) after school and seems to manage studies fine. i am worried about the long-term effects. and I feel intervention is needed.,0.027027027,Medium
11,Female,Father,-0.2625,40,3,6,smartphone,Lately I have noticed that he becomes very angry and cries for hours when we take the phone away; he's spending roughly 6 hours per day on apps. the child hides their screen time. and it is affecting daily life.,0.073170732,High
18,Male,Father,-0.075,28,0,5,smartphone,It has become clear that open about screen time and follows rules set by parents; daily average approximately 0.5 hours per day. and it is affecting daily life.,0,Medium
10,Female,Mother,-0.022222222,36,2,5,smartphone,"As a parent, I have observed that rarely eats or sleeps because of continuous social apps and gaming; i think it's about 5 hours per day. the child hides their screen time. and it seems unhealthy.",0.054054054,Medium
12,Male,Guardian,-0.116666667,43,2,8,laptop,"Over the past few months, has lost interest in hobbies and isolates themselves, glued to the phone for nearly 8 hours per dayeach day. they pretend not to be online but we found them streaming at night. and I feel intervention is needed.",0.045454545,High
10,Female,Father,0.011111111,38,0,2,smartphone,"It has become clear that she cries non-stop if wi-fi is cut; used to be social, now online roughly 9-2 hours per day. we have tried setting limits but it doesn't help. which is impacting behavior and routine.",0,Low
11,Female,Mother,0.158333333,37,0,1,tablet,"It has become clear that as a parent, i have observed my 11-year-old son online until 3 or 4 am; their grades dropped significantly. i am worried about the long-term effects. and it is affecting daily life.",0,Low
13,Female,Mother,0,38,1,2,tablet,I am concerned because takes the phone to school and uses it in classes; i estimate 2 hours per day including school hours. we have tried setting limits but it doesn't help. and I feel intervention is needed.,0.025641026,Low
14,Female,Guardian,0.033333333,38,3,2,smartphone,I am concerned because she lies about her screen time and sneaks out to use social apps every evening; i'd estimate 2 hours per day. the child hides their screen time. and this worries me as a parent.,0.076923077,Low
11,Female,Father,0.044444444,36,1,4,smartphone,"I am worried that my 11-year-old daughter refuses to leave her room and has lost weight, spending nearly 4 hours per dayon social platforms. recently their teacher informed me this. which is impacting behavior and routine.",0.027027027,Medium
11,Male,Guardian,-0.033333333,31,2,1,laptop,"Over the past few months, my 11-year-old daughter refuses to leave her room and has lost weight, spending nearly 1 hours per dayon social platforms. which is becoming a serious concern.",0.0625,Low
11,Male,Guardian,-0.222222222,30,3,1,smartphone,Lately I have noticed that she lies about her screen time and sneaks out to use social apps every evening; i'd estimate 1 hours per day. and it seems unhealthy.,0.096774194,Low
10,Male,Mother,0.1,42,4,2,smartphone,It has become clear that he got into arguments and panic attacks when we tried to limit phone time; online use close to 2 hours per day. we have tried setting limits but it doesn't help. and I feel intervention is needed.,0.093023256,Low
17,Male,Guardian,-0.1875,41,2,3,smartphone,"Over the past few months, has lost interest in hobbies and isolates themselves, glued to the phone for nearly 3 hours per dayeach day. they pretend not to be online but we found them streaming at night. and it seems unhealthy.",0.047619048,Medium
14,Female,Guardian,-0.1125,32,2,7,laptop,I am worried that posts and takes part in dangerous online challenges and then got reprimanded at school; they use social media 7 hours per day. which is becoming a serious concern.,0.060606061,High
11,Male,Mother,0,36,1,7,tablet,I am concerned because takes the phone to school and uses it in classes; i estimate 7 hours per day including school hours. i am worried about the long-term effects. and I feel intervention is needed.,0.027027027,High
11,Female,Guardian,0,36,1,6,laptop,I am concerned because shows withdrawal and aggression when challenged screen time; spends 6 hours per dayonline. they pretend not to be online but we found them streaming at night. and it is affecting daily life.,0.027027027,High
16,Female,Father,-1,50,6,9,smartphone,"I am concerned because my child hides their phone, deletes messages, and withdraws; screen time seems to be around 9 hours per dayevery day. we have tried setting limits but it doesn't help. and I feel intervention is needed. Situation is escalating with daily conflicts and emotional distress.",0.12,High
